Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
498,1725477290075,04/09/2024 19:14:50,1725462890075,-4,04/09/2024 11:14:50,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,83,image,Screen 1,l8m57c,1,response,5,1949.0999999999767,3032.7000000000116,3047.499999928463,1949.0999999999767,3032.7000000000116,3047.499999928463,1,1949.0999999999767,1098.399999928486,0,,Slider,Slider,4,object-51,image,63,fed68ff713db60eac84b65889ac38028.jpg,target,,J,,filler,
499,1725477290087,04/09/2024 19:14:50,1725462890087,-4,04/09/2024 11:14:50,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,83,image,Screen 2,7vpf45,2,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Slider,4,object-78,image,63,fed68ff713db60eac84b65889ac38028.jpg,target,,J,,filler,
500,1725477293439,04/09/2024 19:14:53,1725462893439,-4,04/09/2024 11:14:53,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,83,image,Screen 2,7vpf45,2,continue,,3377.999999976135,3364.899999999965,3377.999999976135,3377.999999976135,3364.899999999965,3377.999999976135,1,3377.999999976135,0,0,,Click To Continue,Continue Button,7,object-82,image,63,fed68ff713db60eac84b65889ac38028.jpg,target,,J,,filler,
501,1725477293440,04/09/2024 19:14:53,1725462893440,-4,04/09/2024 11:14:53,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,83,image,Screen 2,7vpf45,2,response,2,765.8999999999651,3364.899999999965,3379.299999928451,765.8999999999651,3364.899999999965,3379.299999928451,1,765.8999999999651,2613.399999928486,0,,Slider,Slider,4,object-78,image,63,fed68ff713db60eac84b65889ac38028.jpg,target,,J,,filler,
502,1725477293481,04/09/2024 19:14:53,1725462893481,-4,04/09/2024 11:14:53,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 1,l8m57c,1,info,,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,16.599999999976717,0,0,,Slider,Slider,4,object-51,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
503,1725477295724,04/09/2024 19:14:55,1725462895724,-4,04/09/2024 11:14:55,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 1,l8m57c,1,continue,,2298.09999997617,2282.7000000000116,2298.09999997617,2298.09999997617,2282.7000000000116,2298.09999997617,1,2298.09999997617,0,0,,Click To Continue,Continue Button,7,object-69,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
504,1725477295726,04/09/2024 19:14:55,1725462895726,-4,04/09/2024 11:14:55,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 1,l8m57c,1,response,3,1433.100000000035,2282.7000000000116,2299.4000000000233,1433.100000000035,2282.7000000000116,2299.4000000000233,1,1433.100000000035,866.2999999999884,0,,Slider,Slider,4,object-51,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
505,1725477295738,04/09/2024 19:14:55,1725462895738,-4,04/09/2024 11:14:55,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Slider,4,object-78,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
506,1725477297625,04/09/2024 19:14:57,1725462897625,-4,04/09/2024 11:14:57,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,continue,,1916.3999999761581,1899.7000000000116,1916.3999999761581,1916.3999999761581,1899.7000000000116,1916.3999999761581,1,1916.3999999761581,0,0,,Click To Continue,Continue Button,7,object-82,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
507,1725477297642,04/09/2024 19:14:57,1725462897642,-4,04/09/2024 11:14:57,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,response,2,649.5999999999767,1899.7000000000116,1916.4000000000233,649.5999999999767,1899.7000000000116,1916.4000000000233,1,649.5999999999767,1266.8000000000466,0,,Slider,Slider,4,object-78,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,,F,,target,
508,1725477297694,04/09/2024 19:14:57,1725462897694,-4,04/09/2024 11:14:57,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Slider,4,object-51,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
509,1725477300226,04/09/2024 19:15:00,1725462900226,-4,04/09/2024 11:15:00,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,continue,,2617.90000002383,2615.399999999965,2617.90000002383,2617.90000002383,2615.399999999965,2617.90000002383,1,2617.90000002383,0,0,,Click To Continue,Continue Button,7,object-69,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
510,1725477300226,04/09/2024 19:15:00,1725462900226,-4,04/09/2024 11:15:00,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,response,1,1365.7999999999884,2615.399999999965,2618.2999999999884,1365.7999999999884,2615.399999999965,2618.2999999999884,1,1365.7999999999884,1252.5,0,,Slider,Slider,4,object-51,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
511,1725477300233,04/09/2024 19:15:00,1725462900233,-4,04/09/2024 11:15:00,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,info,,10.000000023865141,0,10.000000023865141,10.000000023865141,0,10.000000023865141,1,10.000000023865141,0,0,,Slider,Slider,4,object-78,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
512,1725477302394,04/09/2024 19:15:02,1725462902394,-4,04/09/2024 11:15:02,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,continue,,2170.4000000000233,2165.9000000000233,2170.4000000000233,2170.4000000000233,2165.9000000000233,2170.4000000000233,1,2170.4000000000233,0,0,,Click To Continue,Continue Button,7,object-82,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
513,1725477302394,04/09/2024 19:15:02,1725462902394,-4,04/09/2024 11:15:02,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,response,2,1216.2000000000116,2165.9000000000233,2170.9000000000233,1216.2000000000116,2165.9000000000233,2170.9000000000233,1,1216.2000000000116,954.7000000000116,0,,Slider,Slider,4,object-78,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,,F,,target,
514,1725477302419,04/09/2024 19:15:02,1725462902419,-4,04/09/2024 11:15:02,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Slider,4,object-51,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
515,1725477304691,04/09/2024 19:15:04,1725462904691,-4,04/09/2024 11:15:04,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,continue,,2302.100000023842,2299.2000000000116,2302.100000023842,2302.100000023842,2299.2000000000116,2302.100000023842,1,2302.100000023842,0,0,,Click To Continue,Continue Button,7,object-69,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
516,1725477304693,04/09/2024 19:15:04,1725462904693,-4,04/09/2024 11:15:04,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,response,1,1332.9000000000233,2299.2000000000116,2303.7999999523163,1332.9000000000233,2299.2000000000116,2303.7999999523163,1,1332.9000000000233,970.899999952293,0,,Slider,Slider,4,object-51,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
517,1725477304710,04/09/2024 19:15:04,1725462904710,-4,04/09/2024 11:15:04,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,info,,16.600000000034925,0,16.600000000034925,16.600000000034925,0,16.600000000034925,1,16.600000000034925,0,0,,Slider,Slider,4,object-78,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
518,1725477307866,04/09/2024 19:15:07,1725462907866,-4,04/09/2024 11:15:07,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,continue,,3177.90000002383,3165.5999999999767,3177.90000002383,3177.90000002383,3165.5999999999767,3177.90000002383,1,3177.90000002383,0,0,,Click To Continue,Continue Button,7,object-82,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
519,1725477307877,04/09/2024 19:15:07,1725462907877,-4,04/09/2024 11:15:07,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,response,5,833.0999999999767,3165.5999999999767,3182.1999999999534,833.0999999999767,3165.5999999999767,3182.1999999999534,1,833.0999999999767,2349.0999999999767,0,,Slider,Slider,4,object-78,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,,F,,target,
520,1725477307910,04/09/2024 19:15:07,1725462907910,-4,04/09/2024 11:15:07,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,info,,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,16.599999999976717,0,0,,Slider,Slider,4,object-51,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
521,1725477311744,04/09/2024 19:15:11,1725462911744,-4,04/09/2024 11:15:11,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,continue,,3889.999999952328,3882,3889.999999952328,3889.999999952328,3882,3889.999999952328,1,3889.999999952328,0,0,,Click To Continue,Continue Button,7,object-69,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
522,1725477311744,04/09/2024 19:15:11,1725462911744,-4,04/09/2024 11:15:11,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,response,9,1499.5,3882,3890.499999952328,1499.5,3882,3890.499999952328,1,1499.5,2390.999999952328,0,,Slider,Slider,4,object-51,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
523,1725477311754,04/09/2024 19:15:11,1725462911754,-4,04/09/2024 11:15:11,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Slider,4,object-78,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
524,1725477315953,04/09/2024 19:15:15,1725462915953,-4,04/09/2024 11:15:15,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,continue,,4215.599999999977,4199,4215.599999999977,4215.599999999977,4199,4215.599999999977,1,4215.599999999977,0,0,,Click To Continue,Continue Button,7,object-82,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
525,1725477315955,04/09/2024 19:15:15,1725462915955,-4,04/09/2024 11:15:15,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,response,5,1733.100000000035,4199,4215.599999999977,1733.100000000035,4199,4215.599999999977,1,1733.100000000035,2482.499999999942,0,,Slider,Slider,4,object-78,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,,J,,filler,
526,1725477316000,04/09/2024 19:15:16,1725462916000,-4,04/09/2024 11:15:16,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,info,,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,16.599999999976717,0,0,,Slider,Slider,4,object-51,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
527,1725477318488,04/09/2024 19:15:18,1725462918488,-4,04/09/2024 11:15:18,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,continue,,2552.899999928486,2548.7000000000116,2552.899999928486,2552.899999928486,2548.7000000000116,2552.899999928486,1,2552.899999928486,0,0,,Click To Continue,Continue Button,7,object-69,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
528,1725477318500,04/09/2024 19:15:18,1725462918500,-4,04/09/2024 11:15:18,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,response,1,1866.100000000035,2548.7000000000116,2564.8000000238535,1866.100000000035,2548.7000000000116,2564.8000000238535,1,1866.100000000035,698.7000000238186,0,,Slider,Slider,4,object-51,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
529,1725477318519,04/09/2024 19:15:18,1725462918519,-4,04/09/2024 11:15:18,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,info,,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,16.599999999976717,0,0,,Slider,Slider,4,object-78,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
530,1725477320829,04/09/2024 19:15:20,1725462920829,-4,04/09/2024 11:15:20,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,continue,,2345.399999976158,2333,2345.399999976158,2345.399999976158,2333,2345.399999976158,1,2345.399999976158,0,0,,Click To Continue,Continue Button,7,object-82,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
531,1725477320829,04/09/2024 19:15:20,1725462920829,-4,04/09/2024 11:15:20,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,response,1,766.4000000000233,2333,2346,766.4000000000233,2333,2346,1,766.4000000000233,1579.5999999999767,0,,Slider,Slider,4,object-78,image,255,NegHighNonsoc_23.jpg,target,,F,,target,
532,1725477320865,04/09/2024 19:15:20,1725462920865,-4,04/09/2024 11:15:20,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-51,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
533,1725477323905,04/09/2024 19:15:23,1725462923905,-4,04/09/2024 11:15:23,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,continue,,3088.2999999523163,3081.8000000000466,3088.2999999523163,3088.2999999523163,3081.8000000000466,3088.2999999523163,1,3088.2999999523163,0,0,,Click To Continue,Continue Button,7,object-69,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
534,1725477323905,04/09/2024 19:15:23,1725462923905,-4,04/09/2024 11:15:23,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,response,8,1982.3000000000466,3081.8000000000466,3089,1982.3000000000466,3081.8000000000466,3089,1,1982.3000000000466,1106.6999999999534,0,,Slider,Slider,4,object-51,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
535,1725477323913,04/09/2024 19:15:23,1725462923913,-4,04/09/2024 11:15:23,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,info,,14.89999992842786,0,14.89999992842786,14.89999992842786,0,14.89999992842786,1,14.89999992842786,0,0,,Slider,Slider,4,object-78,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
536,1725477325425,04/09/2024 19:15:25,1725462925425,-4,04/09/2024 11:15:25,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,continue,,1526.9999999522697,1516.7999999999302,1526.9999999522697,1526.9999999522697,1516.7999999999302,1526.9999999522697,1,1526.9999999522697,0,0,,Click To Continue,Continue Button,7,object-82,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
537,1725477325427,04/09/2024 19:15:25,1725462925427,-4,04/09/2024 11:15:25,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,response,3,849.6999999999534,1516.7999999999302,1528.3000000237953,849.6999999999534,1516.7999999999302,1528.3000000237953,1,849.6999999999534,678.6000000238419,0,,Slider,Slider,4,object-78,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
538,1725477325466,04/09/2024 19:15:25,1725462925466,-4,04/09/2024 11:15:25,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,90,image,Screen 1,l8m57c,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Slider,4,object-51,image,239,Lava 1.jpg,target,,F,,target,
539,1725477327897,04/09/2024 19:15:27,1725462927897,-4,04/09/2024 11:15:27,187932,2,task-e25r,repeat-tj2w#2,39883648,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,emo_2_try,emo_2_try,90,image,Screen 1,l8m57c,1,continue,,2481.800000000163,2465.20000000007,2481.800000000163,2481.800000000163,2465.20000000007,2481.800000000163,1,2481.800000000163,0,0,,Click To Continue,Continue Button,7,object-69,image,239,Lava 1.jpg,target,,F,,target,
